cluster,n_instances,sse,sse_avg
0,422,88.63180363096792,0.21002797068949744
1,27,9.157514243467794,0.3391671942025109
2,242,45.549877176711334,0.1882226329616171
3,345,64.87535364301364,0.188044503313083
4,3,0.45133999358322247,0.15044666452774083
5,147,26.310651075652277,0.1789840209228046
6,29,6.947801393895565,0.2395793584101919
7,66,11.942220664160732,0.18094273733576868
8,1,0.0,0.0
9,98,33.931361813677974,0.34623838585385686
10,59,20.82204147718113,0.3529159572403581
11,65,17.36006041491968,0.2670778525372258
12,127,26.963105605655294,0.2123079181547661
13,186,37.76385890274544,0.203031499477126
14,90,23.070162241360876,0.25633513601512087
15,52,15.259163175285126,0.2934454456785601
16,42,10.748260656043222,0.2559109680010291
17,192,62.05786590175815,0.323218051571657
18,13,3.1718438110357665,0.24398798546428974
19,25,8.893169992358958,0.35572679969435833
20,146,19.447674705791783,0.13320325140953276
21,133,37.731670626444405,0.28369677162740153
22,74,9.44017984557868,0.1275699979132254
23,44,14.105758598125153,0.32058542268466256
24,18,3.9687048397393556,0.220483602207742
25,50,13.846397672483471,0.2769279534496694
26,362,76.11799930118033,0.21027071630160313
27,21,5.728665507665111,0.2727935956031005
28,64,21.826966946016494,0.3410463585315077
29,32,8.317251535035966,0.25991411046987395
30,97,28.033351991872237,0.289003628782188
31,326,67.52670706055994,0.2071371382225765
32,65,23.977599464394597,0.36888614560607075
33,53,23.093108148786424,0.43571902167521553
34,27,11.025325783800106,0.4083453994000039
35,21,3.067310093989471,0.14606238542807004
36,53,20.19848364619159,0.3811034650224828
37,10,2.1791120248490605,0.21791120248490606
38,4,0.41044620862687586,0.10261155215671897
39,70,16.759362862998174,0.23941946947140247
40,59,12.088224330390558,0.20488515814221284
41,205,47.73898979340763,0.23287312094345186
42,21,4.834948064926941,0.23023562213937815
43,47,9.555678989064504,0.20331231891626603
44,46,14.802520019631174,0.32179391347024294
45,85,29.567421603540907,0.34785201886518713
46,189,54.82306459555656,0.2900691248442146
47,6,0.6924001831500359,0.11540003052500598
48,220,49.67115011890864,0.22577795508594836
49,110,34.33723084890982,0.31215664408099836
50,27,9.33299435526828,0.3456664576025289
51,60,18.44356675925886,0.307392779320981
52,466,83.67482113284379,0.1795597020018107
53,14,1.2532384857521728,0.08951703469658377
54,86,25.996039943534605,0.30227953422714654
55,73,22.765204731080814,0.3118521196038468
56,59,11.492160939991164,0.19478238881340956
57,90,29.60937208833732,0.328993023203748
58,175,47.99881049036085,0.2742789170877763
59,159,47.4212416606333,0.2982468028970648
60,31,8.2830395276861,0.2671948234737452
61,1,0.0,0.0
62,228,53.00251467243954,0.2324671696159629
63,157,28.39913199368096,0.18088619104255388
64,174,44.67291967322417,0.25674091766220786
65,70,16.00720321393431,0.228674331627633
66,31,10.070201763169699,0.3248452181667645
67,74,19.299839135488718,0.26080863696606377
68,1,0.0,0.0
69,81,25.525218103355968,0.31512614942414774
70,32,7.713589868693984,0.241049683396687
71,67,24.07039140329009,0.35925957318343416
72,70,11.541523673659055,0.1648789096237008
73,204,46.570348899369336,0.22828602401651635
74,166,39.948781572037404,0.24065531067492413
75,16,2.2795110822501057,0.1424694426406316
76,24,6.529234731599801,0.2720514471499917
77,48,14.25140897229124,0.2969043535894008
78,22,6.381681595198781,0.29007643614539913
79,90,22.995228533488394,0.25550253926098215
80,97,20.76271252651359,0.21404858274756278
81,195,47.59646200059838,0.24408442051588913
82,9,0.7386316648740694,0.08207018498600771
83,231,60.900244786559156,0.2636374233184379
84,146,43.00444546027003,0.29455099630321935
85,158,63.73183644379749,0.40336605344175624
86,50,9.770483801769682,0.19540967603539364
87,36,8.667083041167208,0.24075230669908912
88,81,22.53575430981591,0.278219189010073
89,101,30.66342138788631,0.3035982315632308
90,66,21.578320227543127,0.32694424587186555
91,72,21.988883679278853,0.3054011622122063
92,117,30.712624874646224,0.2625010673046686
93,210,51.28262845627395,0.24420299264892356
94,15,3.4253853648373194,0.22835902432248795
95,30,8.40045398339087,0.28001513277969564
