cluster,n_instances,sse,sse_avg
0,435,187.01424198780796,0.42991779767312177
1,114,102.9463531894766,0.9030381858726018
2,95,78.78106111602764,0.829274327537133
3,326,280.544461220359,0.8605658319642914
4,176,157.02182238788876,0.8921694453857316
5,312,252.84112210495087,0.8103882118748426
6,233,218.53185458790475,0.9379049553128959
7,103,33.552772327546876,0.3257550711412318
8,119,83.58657016648827,0.7024081526595654
9,73,48.85496460858831,0.669246090528607
10,56,50.96267896429623,0.910047838648147
11,95,84.08825894661038,0.8851395678590567
12,71,52.929038984696795,0.7454794223196731
13,274,239.22906177306223,0.8730987655951176
14,126,108.24303799500373,0.8590717301190772
15,68,61.08132683589668,0.8982548064102454
16,188,165.10203828176293,0.878202331285973
17,74,63.6714876704477,0.8604255090601041
18,267,196.08836120441137,0.7344133378442373
19,288,268.0387931873133,0.9306902541226155
20,169,130.64060201936272,0.7730213137240397
21,108,81.45680427436368,0.7542296692070711
22,237,205.7237146180611,0.8680325511310595
23,343,275.7269264715861,0.8038685902961694
24,339,272.64024231549223,0.8042485024055818
25,251,215.0559185727989,0.8567964883378443
26,211,136.4184474601588,0.6465329263514635
27,156,109.89224897940005,0.7044374934576927
28,73,50.70351844249048,0.6945687457875408
29,118,101.26802912180649,0.8582036366254787
30,364,330.1394953356415,0.9069766355374768
31,475,349.57314138394304,0.7359434555451433
32,12,10.356538795972602,0.8630448996643835
33,62,40.20199699515056,0.6484193063733961
34,76,59.875543776193794,0.7878361023183394
35,255,230.1598793856588,0.9025877622967011
36,239,197.2642041881299,0.8253732392808782
37,139,87.02208013137852,0.6260581304415721
38,237,200.18215537865024,0.844650444635655
39,308,231.66218849461634,0.7521499626448582
40,92,74.91863727722595,0.8143330138828908
41,254,233.17618357129504,0.9180164707531301
42,614,603.8633334651095,0.9834907711158135
43,309,273.26739203694603,0.8843604920289516
44,23,19.971938848424482,0.8683451673228035
45,136,123.83840697888628,0.9105765219035756
46,99,69.5753921370937,0.7027817387585222
47,107,90.80389201283093,0.8486345047928124
