cluster,n_instances,sse,sse_avg
0,114,72.85803893883418,0.6391056047266157
1,53,36.210043283134276,0.6832083638327222
2,387,281.3075219153591,0.726892821486716
3,192,152.30959501317992,0.7932791406936454
4,111,100.02882805455023,0.9011606131040562
5,24,17.870150882354213,0.7445896200980923
6,525,509.81680183556176,0.9710796225439272
7,32,25.880972326892028,0.8087803852153759
8,64,56.83874881152375,0.8881054501800586
9,41,23.899809135842453,0.5829221740449378
10,229,189.28607770292,0.826576758528035
11,184,116.89983793255301,0.6353252061551794
12,50,38.33081035575442,0.7666162071150885
13,46,24.907470794070488,0.5414667563928367
14,55,38.21542814397789,0.6948259662541434
15,104,91.53885669474353,0.8801813143725339
16,72,55.43070111559111,0.7698708488276543
17,53,31.420516990737013,0.5928399432214531
18,144,120.29511293718568,0.835382728730456
19,52,43.13000222639851,0.8294231197384329
20,118,47.64923511244606,0.4038070772241191
21,24,19.063878281208314,0.7943282617170131
22,70,43.75539042959674,0.6250770061370963
23,40,29.982314688986396,0.7495578672246599
24,21,17.82309372705985,0.8487187489076119
25,136,109.13778953507227,0.8024837465814137
26,279,197.11632276763766,0.70651011744673
27,95,69.64386833997838,0.7330933509471409
28,107,73.0796161393015,0.682987066722444
29,40,17.03491908330042,0.4258729770825105
30,96,75.26606380859432,0.7840214980061909
31,11,8.951285243014725,0.8137532039104296
32,110,80.10333886007082,0.7282121714551892
33,87,73.69248926766174,0.8470401065248476
34,43,37.33937227823293,0.8683574948426263
35,25,16.990157971717036,0.6796063188686814
36,125,116.97112481501672,0.9357689985201337
37,28,24.717675310008016,0.882774118214572
38,115,105.93077516208525,0.9211371753224805
39,23,19.615042767907482,0.8528279464307601
40,95,78.74862164382733,0.8289328594087088
41,23,14.898846525020748,0.6477759358704673
42,13,8.354225947798026,0.6426327652152328
43,40,25.276127209792136,0.6319031802448034
44,132,109.52383192833716,0.8297259994570997
45,88,76.21112452322836,0.8660355059457768
46,317,239.612765076616,0.7558762305256025
47,25,17.305958093435287,0.6922383237374115
48,107,88.12357999897515,0.823584859803506
49,112,99.41248985584484,0.8876115165700432
50,188,150.39479472198659,0.7999723123509924
51,97,71.0813199388264,0.7327971127714061
52,62,54.40564186037933,0.8775103525867635
53,78,66.90690830204737,0.857780875667274
54,27,21.94059911518301,0.8126147820438151
55,75,61.981648227775864,0.8264219763703449
56,26,13.131004777163456,0.5050386452755176
57,34,27.093720276828897,0.7968741257890852
58,64,50.8434003690879,0.7944281307669985
59,78,41.499688124961075,0.5320472836533471
60,42,37.71003015784414,0.8978578609010509
61,277,221.63784984643286,0.800136642044884
62,55,43.06079927194536,0.7829236231262794
63,11,5.404681716719919,0.49133470151999264
64,109,96.66914598704689,0.8868728989637329
65,130,112.17886530263277,0.8629143484817906
66,132,106.81203236376767,0.8091820633618763
67,101,85.55195594395892,0.8470490687520684
68,77,60.204502573146335,0.7818766567941082
69,148,131.30203337824113,0.887175901204332
70,244,77.98031482048712,0.31959145418232426
71,55,17.926828042322025,0.3259423280422186
72,57,31.740165838825135,0.5568450147162305
73,24,17.09961079367544,0.71248378306981
74,87,71.67792227627747,0.8238841640951433
75,92,76.55368166417948,0.8321052354802118
76,48,30.069650965323703,0.6264510617775771
77,109,88.47210697697791,0.8116707062108065
78,6,4.823453537673084,0.803908922945514
79,161,132.92820653913054,0.8256410344045375
80,268,250.62221640264067,0.9351575238904503
81,130,119.30826010182436,0.9177558469371104
82,51,45.83236771331139,0.8986738767315959
83,102,85.79476136293071,0.8411251114012815
84,100,47.370420424376505,0.473704204243765
85,86,72.65992938554832,0.8448828998319573
86,63,53.24576206369927,0.8451708264079248
87,84,69.93723379098023,0.8325861165592885
88,100,31.89622210581884,0.3189622210581884
89,76,66.67713667495546,0.8773307457230982
90,8,3.796326073858096,0.474540759232262
91,96,82.88512384277905,0.8633867066956151
92,35,25.28544115701793,0.7224411759147981
93,63,54.636835558777236,0.8672513580758291
94,134,114.27636530974581,0.8528086963413867
95,132,112.0067932071467,0.8485363121753537
