cluster,n_instances,sse,sse_avg
0,1,0.0,0.0
1,1,0.0,0.0
2,108,49.86174808890127,0.4616828526750118
3,61,40.8377425098572,0.6694711886861836
4,45,23.66135483847198,0.5258078852993773
5,52,33.591172913705805,0.6459840944943424
6,334,133.1144188950919,0.39854616435656254
7,58,32.63128794960565,0.5626084129242354
8,55,41.92194592168375,0.7622171985760682
9,339,260.68051885808995,0.7689690821772565
10,14,8.519652968380932,0.608546640598638
11,120,99.04324266487455,0.8253603555406213
12,259,185.92149240051614,0.7178436000019929
13,235,110.073562530571,0.4683981384279617
14,9,7.419822001284006,0.824424666809334
15,158,110.78313395010585,0.7011590756335814
16,107,87.66648129145692,0.8193129092659525
17,65,46.921241426522805,0.7218652527157354
18,67,49.14532759985904,0.7335123522367021
19,87,69.17355155740954,0.7950982937633281
20,120,92.69384465348584,0.7724487054457153
21,78,56.75909370324991,0.727680688503204
22,66,57.521642268383026,0.8715400343694398
23,144,91.73677212337374,0.6370609175234287
24,38,30.707722416897074,0.8080979583393967
25,145,116.91473655808252,0.806308527986776
26,43,33.5417662355046,0.7800410752442931
27,150,113.61450593304961,0.7574300395536641
28,455,338.7495296549647,0.7445044607801422
29,217,171.90030987556747,0.7921673266155183
30,61,46.565994948775135,0.7633769663733628
31,331,305.38235117122593,0.9226052905475104
32,204,159.46908354975517,0.7817111938713489
33,679,612.9452271784273,0.9027175658003348
34,73,66.09567474596383,0.9054202019995046
35,259,238.83736112562872,0.9221519734580259
36,288,259.3492090403928,0.9005180869458083
37,132,109.33817559761096,0.8283195121031133
38,99,75.72427500765009,0.7648916667439404
39,211,178.04486082488228,0.843814506279063
40,168,146.91404722735726,0.874488376353317
41,345,281.8225298901745,0.8168768982323898
42,117,99.28053709296456,0.8485515990851672
43,193,152.99951796947846,0.7927436164221682
44,652,558.0702482926598,0.8559359636390488
45,976,953.6352022132265,0.9770852481692894
46,415,361.19859606770547,0.8703580628137481
47,465,427.55285460867367,0.9194685045347821
